Tarih,Oda Numarası,Oda Tipi,Personel ID,Temizlik Türü,Giriş Saati,Çıkış Saati
2024-04-30,660,Standart,P028,Rutin,03:54,04:00
2024-04-30,660,Standart,M011,Mini Bar,06:58,07:01
2024-04-30,704,Standart,P032,Rutin,18:53,19:08
2024-04-30,704,Standart,M014,Mini Bar,04:59,05:02
2024-04-30,750,Standart,P033,Rutin,20:14,20:20
2024-04-30,750,Standart,M014,Mini Bar,05:07,05:11
2024-04-30,768,Standart,P035,Rutin,17:59,18:13
2024-04-30,768,Standart,M014,Mini Bar,05:16,05:21
2024-04-30,753,Standart,P033,Rutin,20:25,20:29
2024-04-30,753,Standart,M014,Mini Bar,05:26,05:31
2024-04-30,759,Standart,P031,Rutin,12:56,13:07
2024-04-30,759,Standart,M014,Mini Bar,05:36,05:40
2024-04-30,745,Standart,P035,Detaylı,18:18,18:39
2024-04-30,745,Standart,M013,Mini Bar,05:47,05:53
2024-04-30,728,Standart,P032,Detaylı,19:13,19:54
2024-04-30,728,Standart,M014,Mini Bar,05:45,05:48
2024-04-30,706,Standart,P035,Detaylı,18:44,19:13
2024-04-30,706,Standart,M013,Mini Bar,05:58,06:04
2024-04-30,717,Standart,P035,Detaylı,19:18,19:52
2024-04-30,717,Standart,M013,Mini Bar,06:09,06:15
2024-04-30,764,Standart,P033,Rutin,20:34,20:46
2024-04-30,764,Standart,M013,Mini Bar,06:20,06:26
2024-04-30,766,Standart,P035,Rutin,19:57,20:11
2024-04-30,766,Standart,M014,Mini Bar,05:53,05:56
2024-04-30,711,Standart,P035,Rutin,20:16,20:21
2024-04-30,711,Standart,M014,Mini Bar,06:01,06:05
2024-04-30,726,Standart,P035,Detaylı,20:26,21:07
2024-04-30,726,Standart,M014,Mini Bar,06:10,06:14
2024-04-30,769,Standart,P034,Rutin,03:44,03:54
2024-04-30,769,Standart,M013,Mini Bar,06:31,06:37
2024-04-30,714,Standart,P035,Detaylı,21:12,21:55
2024-04-30,714,Standart,M014,Mini Bar,06:19,06:24
2024-04-30,739,Standart,P035,Rutin,22:00,22:08
2024-04-30,739,Standart,M013,Mini Bar,06:42,06:47
2024-04-30,725,Standart,P033,Rutin,20:51,21:03
2024-04-30,725,Standart,M013,Mini Bar,06:52,06:57
2024-04-30,737,Standart,P033,Rutin,21:08,21:16
2024-04-30,737,Standart,M014,Mini Bar,06:29,06:35
2024-04-30,712,Standart,P033,Rutin,21:21,21:28
2024-04-30,712,Standart,M014,Mini Bar,06:40,06:44
2024-04-30,751,Standart,P033,Rutin,21:33,21:39
2024-04-30,751,Standart,M014,Mini Bar,06:49,06:53
2024-04-30,770,Standart,P034,Rutin,03:59,04:07
2024-04-30,770,Standart,M014,Mini Bar,06:58,07:01
2024-04-30,856,Standart,P039,Rutin,06:11,06:17
2024-04-30,856,Standart,M015,Mini Bar,05:49,05:52
2024-04-30,860,Standart,P040,Detaylı,17:06,17:30
2024-04-30,860,Standart,M015,Mini Bar,05:57,06:02
2024-04-30,831,Standart,P040,Rutin,17:35,17:44
2024-04-30,831,Standart,M016,Mini Bar,03:51,03:54
2024-04-30,842,Standart,P036,Rutin,08:37,08:47
2024-04-30,842,Standart,M016,Mini Bar,03:59,04:03
2024-04-30,868,Standart,P039,Rutin,06:22,06:33
2024-04-30,868,Standart,M016,Mini Bar,04:08,04:11
2024-04-30,823,Standart,P036,Rutin,08:52,08:58
2024-04-30,823,Standart,M015,Mini Bar,06:07,06:10
2024-04-30,864,Standart,P036,Rutin,09:03,09:12
2024-04-30,864,Standart,M015,Mini Bar,06:15,06:19
2024-04-30,854,Standart,P038,Rutin,16:18,16:33
2024-04-30,854,Standart,M016,Mini Bar,04:16,04:21
2024-04-30,834,Standart,P039,Detaylı,06:38,07:02
2024-04-30,834,Standart,M015,Mini Bar,06:24,06:30
2024-04-30,819,Standart,P036,Rutin,09:17,09:21
2024-04-30,819,Standart,M015,Mini Bar,06:35,06:38
2024-04-30,863,Standart,P039,Rutin,07:07,07:21
2024-04-30,863,Standart,M015,Mini Bar,06:43,06:49
2024-04-30,869,Standart,P039,Rutin,07:26,07:33
2024-04-30,869,Standart,M015,Mini Bar,06:54,06:57
2024-04-30,848,Standart,P038,Rutin,16:38,16:48
2024-04-30,848,Standart,M016,Mini Bar,04:26,04:29
2024-04-30,803,Standart,P040,Rutin,17:49,18:03
2024-04-30,803,Standart,M016,Mini Bar,04:34,04:37
2024-04-30,806,Standart,P040,Rutin,18:08,18:17
2024-04-30,806,Standart,M015,Mini Bar,07:02,07:05
2024-04-30,810,Standart,P038,Rutin,16:53,17:03
2024-04-30,810,Standart,M016,Mini Bar,04:42,04:48
2024-04-30,812,Standart,P036,Rutin,09:26,09:36
2024-04-30,812,Standart,M016,Mini Bar,04:53,04:59
2024-04-30,827,Standart,P038,Rutin,17:08,17:22
2024-04-30,827,Standart,M015,Mini Bar,07:10,07:13
2024-04-30,817,Standart,P036,Rutin,09:41,09:45
2024-04-30,817,Standart,M016,Mini Bar,05:04,05:07
2024-04-30,838,Standart,P038,Rutin,17:27,17:34
2024-04-30,838,Standart,M016,Mini Bar,05:12,05:17
2024-04-30,845,Standart,P036,Rutin,09:50,09:58
2024-04-30,845,Standart,M016,Mini Bar,05:22,05:27
2024-04-30,923,Standart,P041,Rutin,19:49,19:56
2024-04-30,923,Standart,M018,Mini Bar,02:50,02:56
2024-04-30,969,Standart,P042,Rutin,20:12,20:20
2024-04-30,969,Standart,M018,Mini Bar,03:01,03:04
2024-04-30,912,Standart,P045,Rutin,18:52,19:04
2024-04-30,912,Standart,M018,Mini Bar,03:09,03:14
2024-04-30,948,Standart,P042,Detaylı,20:25,21:07
2024-04-30,948,Standart,M017,Mini Bar,08:08,08:13
2024-04-30,952,Standart,P045,Rutin,19:09,19:21
2024-04-30,952,Standart,M018,Mini Bar,03:19,03:22
2024-04-30,924,Standart,P042,Rutin,21:12,21:26
2024-04-30,924,Standart,M017,Mini Bar,08:18,08:21
2024-04-30,932,Standart,P041,Rutin,20:01,20:07
2024-04-30,932,Standart,M017,Mini Bar,08:26,08:30
2024-04-30,921,Standart,P045,Rutin,19:26,19:40
2024-04-30,921,Standart,M018,Mini Bar,03:27,03:31
2024-04-30,928,Standart,P042,Detaylı,21:31,21:56
2024-04-30,928,Standart,M017,Mini Bar,08:35,08:40
2024-04-30,936,Standart,P044,Rutin,08:15,08:24
2024-04-30,936,Standart,M017,Mini Bar,08:45,08:51
2024-04-30,957,Standart,P041,Rutin,20:12,20:26
2024-04-30,957,Standart,M017,Mini Bar,08:56,09:01
2024-04-30,922,Standart,P041,Rutin,20:31,20:46
2024-04-30,922,Standart,M017,Mini Bar,09:06,09:10
2024-04-30,965,Standart,P044,Rutin,08:29,08:34
2024-04-30,965,Standart,M018,Mini Bar,03:36,03:42
2024-04-30,944,Standart,P041,Rutin,20:51,21:00
2024-04-30,944,Standart,M018,Mini Bar,03:47,03:52
2024-04-30,949,Standart,P041,Rutin,21:05,21:10
2024-04-30,949,Standart,M018,Mini Bar,03:57,04:01
2024-04-30,942,Standart,P041,Detaylı,21:15,21:41
2024-04-30,942,Standart,M017,Mini Bar,09:15,09:21
2024-04-30,958,Standart,P044,Rutin,08:39,08:53
2024-04-30,958,Standart,M017,Mini Bar,09:26,09:30
2024-04-30,935,Standart,P042,Detaylı,22:01,22:30
2024-04-30,935,Standart,M017,Mini Bar,09:35,09:40
2024-04-30,917,Standart,P041,Rutin,21:46,21:57
2024-04-30,917,Standart,M017,Mini Bar,09:45,09:51
2024-04-30,926,Standart,P042,Rutin,22:35,22:51
2024-04-30,926,Standart,M017,Mini Bar,09:56,10:02
2024-04-30,941,Standart,P045,Rutin,19:45,19:56
2024-04-30,941,Standart,M018,Mini Bar,04:06,04:11
2024-04-30,1023,Standart,P047,Rutin,13:09,13:14
2024-04-30,1023,Standart,M019,Mini Bar,00:31,00:36
2024-04-30,1068,Standart,P049,Rutin,18:39,18:42
2024-04-30,1068,Standart,M020,Mini Bar,11:13,11:17
2024-04-30,1018,Standart,P047,Rutin,13:19,13:24
2024-04-30,1018,Standart,M019,Mini Bar,00:41,00:44
2024-04-30,1058,Standart,P048,Rutin,15:04,15:12
2024-04-30,1058,Standart,M019,Mini Bar,00:49,00:54
2024-04-30,1063,Standart,P047,Rutin,13:29,13:36
2024-04-30,1063,Standart,M019,Mini Bar,00:59,01:02
2024-04-30,1005,Standart,P049,Detaylı,18:47,19:04
2024-04-30,1005,Standart,M019,Mini Bar,01:07,01:13
2024-04-30,1033,Standart,P046,Detaylı,11:15,11:42
2024-04-30,1033,Standart,M019,Mini Bar,01:18,01:23
2024-04-30,1025,Standart,P048,Rutin,15:17,15:20
2024-04-30,1025,Standart,M019,Mini Bar,01:28,01:34
2024-04-30,1032,Standart,P048,Rutin,15:25,15:32
2024-04-30,1032,Standart,M019,Mini Bar,01:39,01:44
2024-04-30,1051,Standart,P049,Rutin,19:09,19:12
2024-04-30,1051,Standart,M019,Mini Bar,01:49,01:55
2024-04-30,1015,Standart,P050,Detaylı,02:43,03:08
2024-04-30,1015,Standart,M019,Mini Bar,02:00,02:03
2024-04-30,1059,Standart,P048,Rutin,15:37,15:46
2024-04-30,1059,Standart,M020,Mini Bar,11:22,11:26
2024-04-30,1019,Standart,P049,Detaylı,19:17,19:31
2024-04-30,1019,Standart,M020,Mini Bar,11:31,11:37
2024-04-30,1057,Standart,P046,Detaylı,11:47,12:13
2024-04-30,1057,Standart,M019,Mini Bar,02:08,02:12
2024-04-30,1006,Standart,P046,Detaylı,12:18,12:49
2024-04-30,1006,Standart,M019,Mini Bar,02:17,02:23
2024-04-30,1024,Standart,P047,Rutin,13:41,13:43
2024-04-30,1024,Standart,M019,Mini Bar,02:28,02:32
2024-04-30,1052,Standart,P046,Rutin,12:54,13:05
2024-04-30,1052,Standart,M019,Mini Bar,02:37,02:42
2024-04-30,1029,Standart,P048,Rutin,15:51,15:58
2024-04-30,1029,Standart,M019,Mini Bar,02:47,02:53
2024-04-30,1031,Standart,P046,Rutin,13:10,13:18
2024-04-30,1031,Standart,M019,Mini Bar,02:58,03:02
2024-04-30,1010,Standart,P048,Rutin,16:03,16:08
2024-04-30,1010,Standart,M020,Mini Bar,11:42,11:48
2024-04-30,1041,Standart,P049,Rutin,19:36,19:39
2024-04-30,1041,Standart,M020,Mini Bar,11:53,11:58
2024-04-30,1114,Suit,P052,Detaylı,14:26,15:02
2024-04-30,1114,Suit,M022,Mini Bar,06:40,06:46
2024-04-30,1126,Suit,P054,Rutin,02:39,02:50
2024-04-30,1126,Suit,M022,Mini Bar,06:51,06:57
2024-04-30,1129,Suit,P053,Rutin,05:42,05:52
2024-04-30,1129,Suit,M022,Mini Bar,07:02,07:05
2024-04-30,1133,Suit,P054,Rutin,02:55,03:09
2024-04-30,1133,Suit,M021,Mini Bar,22:55,22:59
2024-04-30,1134,Suit,P052,Rutin,15:07,15:22
2024-04-30,1134,Suit,M022,Mini Bar,07:10,07:13
2024-04-30,1118,Suit,P051,Detaylı,14:32,15:02
2024-04-30,1118,Suit,M022,Mini Bar,07:18,07:21
2024-04-30,1127,Suit,P052,Detaylı,15:27,16:11
2024-04-30,1127,Suit,M021,Mini Bar,23:04,23:10
2024-04-30,1130,Suit,P052,Detaylı,16:16,17:06
2024-04-30,1130,Suit,M021,Mini Bar,23:15,23:21
2024-04-30,1139,Suit,P052,Rutin,17:11,17:26
2024-04-30,1139,Suit,M021,Mini Bar,23:26,23:31
2024-04-30,1146,Suit,P052,Rutin,17:31,17:43
2024-04-30,1146,Suit,M022,Mini Bar,07:26,07:30
2024-04-30,1120,Suit,P053,Rutin,05:57,06:09
2024-04-30,1120,Suit,M022,Mini Bar,07:35,07:41
2024-04-30,1132,Suit,P053,Rutin,06:14,06:26
2024-04-30,1132,Suit,M021,Mini Bar,23:36,23:39
2024-04-30,1132,Suit,A001,Arıza,11:02,11:32
2024-04-30,1111,Suit,P053,Rutin,06:31,06:40
2024-04-30,1111,Suit,M022,Mini Bar,07:46,07:52
2024-04-30,1136,Suit,P052,Rutin,17:48,18:00
2024-04-30,1136,Suit,M021,Mini Bar,23:44,23:48
2024-04-30,1105,Suit,P054,Detaylı,03:14,03:54
2024-04-30,1105,Suit,M022,Mini Bar,07:57,08:03
2024-04-30,1248,Suit,P060,Rutin,07:38,07:52
2024-04-30,1248,Suit,M023,Mini Bar,01:11,01:15
2024-04-30,1210,Suit,P057,Rutin,20:27,20:36
2024-04-30,1210,Suit,M024,Mini Bar,04:46,04:51
2024-04-30,1216,Suit,P056,Rutin,19:42,19:51
2024-04-30,1216,Suit,M024,Mini Bar,04:56,05:02
2024-04-30,1219,Suit,P059,Rutin,22:22,22:35
2024-04-30,1219,Suit,M024,Mini Bar,05:07,05:13
2024-04-30,1239,Suit,P058,Rutin,22:38,22:47
2024-04-30,1239,Suit,M024,Mini Bar,05:18,05:22
2024-04-30,1244,Suit,P058,Rutin,22:52,23:05
2024-04-30,1244,Suit,M024,Mini Bar,05:27,05:32
2024-04-30,1218,Suit,P059,Rutin,22:40,22:51
2024-04-30,1218,Suit,M024,Mini Bar,05:37,05:43
2024-04-30,1236,Suit,P060,Rutin,07:57,08:07
2024-04-30,1236,Suit,M024,Mini Bar,05:48,05:52
2024-04-30,1228,Suit,P060,Rutin,08:12,08:26
2024-04-30,1228,Suit,M024,Mini Bar,05:57,06:00
2024-04-30,1220,Suit,P060,Rutin,08:31,08:41
2024-04-30,1220,Suit,M023,Mini Bar,01:20,01:24
2024-04-30,1249,Suit,P059,Detaylı,22:56,23:35
2024-04-30,1249,Suit,M023,Mini Bar,01:29,01:34
2024-04-30,1217,Suit,P057,Detaylı,20:41,21:13
2024-04-30,1217,Suit,M024,Mini Bar,06:05,06:11
2024-04-30,1241,Suit,P060,Rutin,08:46,08:58
2024-04-30,1241,Suit,M023,Mini Bar,01:39,01:45
2024-04-30,1231,Suit,P056,Rutin,19:56,20:06
2024-04-30,1231,Suit,M023,Mini Bar,01:50,01:54
2024-04-30,1250,Suit,P060,Rutin,09:03,09:15
2024-04-30,1250,Suit,M024,Mini Bar,06:16,06:20
2024-04-30,1325,Suit,P064,Detaylı,01:00,01:34
2024-04-30,1325,Suit,M025,Mini Bar,00:50,00:56
2024-04-30,1307,Suit,P063,Rutin,06:52,07:01
2024-04-30,1307,Suit,M026,Mini Bar,05:16,05:19
2024-04-30,1345,Suit,P063,Rutin,07:06,07:16
2024-04-30,1345,Suit,M025,Mini Bar,01:01,01:07
2024-04-30,1340,Suit,P065,Rutin,17:30,17:37
2024-04-30,1340,Suit,M026,Mini Bar,05:24,05:29
2024-04-30,1301,Suit,P063,Rutin,07:21,07:34
2024-04-30,1301,Suit,M026,Mini Bar,05:34,05:40
2024-04-30,1335,Suit,P063,Detaylı,07:39,08:10
2024-04-30,1335,Suit,M025,Mini Bar,01:12,01:16
2024-04-30,1317,Suit,P064,Rutin,01:39,01:52
2024-04-30,1317,Suit,M025,Mini Bar,01:21,01:24
2024-04-30,1322,Suit,P061,Rutin,04:36,04:46
2024-04-30,1322,Suit,M026,Mini Bar,05:45,05:48
2024-04-30,1338,Suit,P062,Rutin,08:05,08:15
2024-04-30,1338,Suit,M025,Mini Bar,01:29,01:35
2024-04-30,1318,Suit,P065,Detaylı,17:42,18:07
2024-04-30,1318,Suit,M026,Mini Bar,05:53,05:58
2024-04-30,1308,Suit,P064,Rutin,01:57,02:10
2024-04-30,1308,Suit,M025,Mini Bar,01:40,01:45
2024-04-30,1303,Suit,P061,Detaylı,04:51,05:21
2024-04-30,1303,Suit,M026,Mini Bar,06:03,06:06
2024-04-30,1323,Suit,P065,Rutin,18:12,18:20
2024-04-30,1323,Suit,M025,Mini Bar,01:50,01:54
2024-04-30,1312,Suit,P065,Detaylı,18:25,18:46
2024-04-30,1312,Suit,M025,Mini Bar,01:59,02:03
2024-04-30,1302,Suit,P065,Rutin,18:51,19:00
2024-04-30,1302,Suit,M026,Mini Bar,06:11,06:15
2024-04-30,1434,Suit,P069,Rutin,10:08,10:17
2024-04-30,1434,Suit,M027,Mini Bar,23:50,23:55
2024-04-30,1411,Suit,P069,Rutin,10:22,10:30
2024-04-30,1411,Suit,M028,Mini Bar,04:18,04:24
2024-04-30,1418,Suit,P066,Rutin,04:56,05:03
2024-04-30,1418,Suit,M027,Mini Bar,00:00,00:06
2024-04-30,1445,Suit,P068,Detaylı,21:06,21:31
2024-04-30,1445,Suit,M027,Mini Bar,00:11,00:16
2024-04-30,1420,Suit,P066,Rutin,05:08,05:15
2024-04-30,1420,Suit,M028,Mini Bar,04:29,04:34
2024-04-30,1435,Suit,P066,Detaylı,05:20,05:47
2024-04-30,1435,Suit,M027,Mini Bar,00:21,00:27
2024-04-30,1422,Suit,P070,Detaylı,11:37,12:18
2024-04-30,1422,Suit,M027,Mini Bar,00:32,00:35
2024-04-30,1444,Suit,P068,Rutin,21:36,21:46
2024-04-30,1444,Suit,M028,Mini Bar,04:39,04:45
2024-04-30,1450,Suit,P069,Rutin,10:35,10:44
2024-04-30,1450,Suit,M027,Mini Bar,00:40,00:46
2024-04-30,1450,Suit,A010,Arıza,08:39,09:37
2024-04-30,1406,Suit,P067,Rutin,23:27,23:39
2024-04-30,1406,Suit,M028,Mini Bar,04:50,04:53
2024-04-30,1442,Suit,P067,Rutin,23:44,23:53
2024-04-30,1442,Suit,M027,Mini Bar,00:51,00:54
2024-04-30,1410,Suit,P067,Rutin,23:58,00:07
2024-04-30,1410,Suit,M028,Mini Bar,04:58,05:04
2024-04-30,1440,Suit,P067,Rutin,00:12,00:26
2024-04-30,1440,Suit,M028,Mini Bar,05:09,05:12
2024-04-30,1438,Suit,P066,Rutin,05:52,06:00
2024-04-30,1438,Suit,M027,Mini Bar,00:59,01:03
2024-04-30,1401,Suit,P066,Rutin,06:05,06:14
2024-04-30,1401,Suit,M028,Mini Bar,05:17,05:23
2024-04-30,1505,Lüx Suit,P074,Rutin,15:12,15:36
2024-04-30,1505,Lüx Suit,M029,Mini Bar,22:49,22:55
2024-04-30,1505,Lüx Suit,A003,Arıza,08:35,09:05
2024-04-30,1518,Lüx Suit,P073,Rutin,06:12,06:29
2024-04-30,1518,Lüx Suit,M029,Mini Bar,23:00,23:04
2024-04-30,1504,Lüx Suit,P073,Rutin,06:34,06:48
2024-04-30,1504,Lüx Suit,M029,Mini Bar,23:09,23:12
2024-04-30,1506,Lüx Suit,P072,Rutin,05:34,05:51
2024-04-30,1506,Lüx Suit,M029,Mini Bar,23:17,23:21
2024-04-30,1502,Lüx Suit,P073,Detaylı,06:53,07:45
2024-04-30,1502,Lüx Suit,M029,Mini Bar,23:26,23:29
2024-04-30,1523,Lüx Suit,P074,Rutin,15:41,15:59
2024-04-30,1523,Lüx Suit,M029,Mini Bar,23:34,23:37
2024-04-30,1521,Lüx Suit,P074,Rutin,16:04,16:22
2024-04-30,1521,Lüx Suit,M029,Mini Bar,23:42,23:47
2024-04-30,1604,Lüx Suit,P076,Rutin,16:40,17:00
2024-04-30,1604,Lüx Suit,M030,Mini Bar,23:09,23:14
2024-04-30,1622,Lüx Suit,P078,Rutin,00:43,00:56
2024-04-30,1622,Lüx Suit,M030,Mini Bar,23:19,23:22
2024-04-30,1615,Lüx Suit,P079,Rutin,04:41,04:56
2024-04-30,1615,Lüx Suit,M030,Mini Bar,23:27,23:31
2024-04-30,1607,Lüx Suit,P077,Rutin,21:20,21:33
2024-04-30,1607,Lüx Suit,M030,Mini Bar,23:36,23:40
2024-04-30,1620,Lüx Suit,P077,Rutin,21:38,21:50
2024-04-30,1620,Lüx Suit,M030,Mini Bar,23:45,23:51
2024-04-30,1603,Lüx Suit,P077,Rutin,21:55,22:07
2024-04-30,1603,Lüx Suit,M030,Mini Bar,23:56,00:00
2024-04-30,1614,Lüx Suit,P077,Rutin,22:12,22:24
2024-04-30,1614,Lüx Suit,M030,Mini Bar,00:05,00:09
2024-04-30,1720,Lüx Suit,P084,Detaylı,23:53,00:52
2024-04-30,1720,Lüx Suit,M031,Mini Bar,23:12,23:17
2024-04-30,1712,Lüx Suit,P083,Rutin,14:12,14:22
2024-04-30,1712,Lüx Suit,M031,Mini Bar,23:22,23:28
2024-04-30,1707,Lüx Suit,P082,Rutin,22:09,22:25
2024-04-30,1707,Lüx Suit,M031,Mini Bar,23:33,23:39
2024-04-30,1723,Lüx Suit,P082,Rutin,22:30,22:45
2024-04-30,1723,Lüx Suit,M031,Mini Bar,23:44,23:47
2024-04-30,1710,Lüx Suit,P082,Rutin,22:50,23:05
2024-04-30,1710,Lüx Suit,M031,Mini Bar,23:52,23:55
2024-04-30,1713,Lüx Suit,P083,Detaylı,14:27,15:00
2024-04-30,1713,Lüx Suit,M031,Mini Bar,00:00,00:05
2024-04-30,1719,Lüx Suit,P083,Rutin,15:05,15:15
2024-04-30,1719,Lüx Suit,M031,Mini Bar,00:10,00:15
2024-04-30,1823,Lüx Suit,P090,Rutin,06:33,06:50
2024-04-30,1823,Lüx Suit,M032,Mini Bar,22:11,22:17
2024-04-30,1822,Lüx Suit,P088,Rutin,04:35,04:52
2024-04-30,1822,Lüx Suit,M032,Mini Bar,22:22,22:25
2024-04-30,1817,Lüx Suit,P088,Rutin,04:57,05:11
2024-04-30,1817,Lüx Suit,M032,Mini Bar,22:30,22:33
2024-04-30,1809,Lüx Suit,P088,Rutin,05:16,05:33
2024-04-30,1809,Lüx Suit,M032,Mini Bar,22:38,22:44
2024-04-30,1801,Lüx Suit,P088,Rutin,05:38,05:53
2024-04-30,1801,Lüx Suit,M032,Mini Bar,22:49,22:53
2024-04-30,1818,Lüx Suit,P088,Detaylı,05:58,06:41
2024-04-30,1818,Lüx Suit,M032,Mini Bar,22:58,23:04
2024-04-30,1811,Lüx Suit,P088,Detaylı,06:46,07:28
2024-04-30,1811,Lüx Suit,M032,Mini Bar,23:09,23:12
2024-05-01,149,Standart,P002,Rutin,15:41,15:53
2024-05-01,149,Standart,M002,Mini Bar,04:24,04:28
2024-05-01,131,Standart,P002,Rutin,15:58,16:10
2024-05-01,131,Standart,M002,Mini Bar,04:33,04:37
2024-05-01,159,Standart,P002,Detaylı,16:15,16:53
2024-05-01,159,Standart,M002,Mini Bar,04:42,04:48
2024-05-01,110,Standart,P004,Detaylı,22:41,23:23
2024-05-01,110,Standart,M001,Mini Bar,09:13,09:17
2024-05-01,141,Standart,P002,Rutin,16:58,17:09
2024-05-01,141,Standart,M001,Mini Bar,09:22,09:25
2024-05-01,164,Standart,P002,Rutin,17:14,17:31
2024-05-01,164,Standart,M001,Mini Bar,09:30,09:36
2024-05-01,160,Standart,P003,Detaylı,05:36,05:59
2024-05-01,160,Standart,M002,Mini Bar,04:53,04:56
2024-05-01,170,Standart,P004,Rutin,23:28,23:45
2024-05-01,170,Standart,M002,Mini Bar,05:01,05:04
2024-05-01,104,Standart,P004,Detaylı,23:50,00:26
2024-05-01,104,Standart,M001,Mini Bar,09:41,09:44
2024-05-01,143,Standart,P003,Rutin,06:04,06:12
2024-05-01,143,Standart,M001,Mini Bar,09:49,09:55
2024-05-01,151,Standart,P005,Rutin,09:02,09:12
2024-05-01,151,Standart,M002,Mini Bar,05:09,05:12
2024-05-01,148,Standart,P002,Rutin,17:36,17:53
2024-05-01,148,Standart,M001,Mini Bar,10:00,10:06
2024-05-01,158,Standart,P004,Detaylı,00:31,01:18
2024-05-01,158,Standart,M002,Mini Bar,05:17,05:21
2024-05-01,112,Standart,P004,Rutin,01:23,01:35
2024-05-01,112,Standart,M001,Mini Bar,10:11,10:14
2024-05-01,145,Standart,P002,Detaylı,17:58,18:33
2024-05-01,145,Standart,M002,Mini Bar,05:26,05:30
2024-05-01,118,Standart,P002,Rutin,18:38,18:48
2024-05-01,118,Standart,M002,Mini Bar,05:35,05:40
2024-05-01,146,Standart,P004,Rutin,01:40,01:47
2024-05-01,146,Standart,M002,Mini Bar,05:45,05:51
2024-05-01,167,Standart,P005,Rutin,09:17,09:23
2024-05-01,167,Standart,M002,Mini Bar,05:56,06:02
2024-05-01,129,Standart,P002,Rutin,18:53,19:01
2024-05-01,129,Standart,M002,Mini Bar,06:07,06:11
2024-05-01,139,Standart,P004,Rutin,01:52,02:05
2024-05-01,139,Standart,M001,Mini Bar,10:19,10:23
2024-05-01,156,Standart,P002,Rutin,19:06,19:16
2024-05-01,156,Standart,M002,Mini Bar,06:16,06:22
2024-05-01,122,Standart,P003,Rutin,06:17,06:22
2024-05-01,122,Standart,M002,Mini Bar,06:27,06:31
2024-05-01,120,Standart,P002,Rutin,19:21,19:34
2024-05-01,120,Standart,M001,Mini Bar,10:28,10:34
2024-05-01,106,Standart,P002,Rutin,19:39,19:45
2024-05-01,106,Standart,M002,Mini Bar,06:36,06:40
2024-05-01,128,Standart,P005,Rutin,09:28,09:37
2024-05-01,128,Standart,M002,Mini Bar,06:45,06:50
2024-05-01,136,Standart,P005,Rutin,09:42,09:49
2024-05-01,136,Standart,M001,Mini Bar,10:39,10:43
2024-05-01,142,Standart,P004,Rutin,02:10,02:17
2024-05-01,142,Standart,M002,Mini Bar,06:55,06:59
2024-05-01,135,Standart,P004,Rutin,02:22,02:32
2024-05-01,135,Standart,M001,Mini Bar,10:48,10:51
2024-05-01,127,Standart,P004,Detaylı,02:37,03:27
2024-05-01,127,Standart,M002,Mini Bar,07:04,07:09
2024-05-01,166,Standart,P004,Rutin,03:32,03:49
2024-05-01,166,Standart,M001,Mini Bar,10:56,11:02
2024-05-01,168,Standart,P002,Rutin,19:50,20:06
2024-05-01,168,Standart,M001,Mini Bar,11:07,11:11
2024-05-01,168,Standart,A009,Arıza,10:55,11:37
2024-05-01,113,Standart,P003,Detaylı,06:27,06:47
2024-05-01,113,Standart,M001,Mini Bar,11:16,11:19
2024-05-01,111,Standart,P004,Rutin,03:54,04:00
2024-05-01,111,Standart,M001,Mini Bar,11:24,11:27
2024-05-01,123,Standart,P004,Rutin,04:05,04:15
2024-05-01,123,Standart,M002,Mini Bar,07:14,07:20
2024-05-01,162,Standart,P004,Rutin,04:20,04:30
2024-05-01,162,Standart,M001,Mini Bar,11:32,11:37
2024-05-01,157,Standart,P004,Rutin,04:35,04:51
2024-05-01,157,Standart,M001,Mini Bar,11:42,11:48
2024-05-01,235,Standart,P010,Detaylı,06:39,07:21
2024-05-01,235,Standart,M004,Mini Bar,07:20,07:25
2024-05-01,217,Standart,P010,Rutin,07:26,07:42
2024-05-01,217,Standart,M004,Mini Bar,07:30,07:33
2024-05-01,227,Standart,P007,Rutin,01:07,01:21
2024-05-01,227,Standart,M004,Mini Bar,07:38,07:41
2024-05-01,263,Standart,P006,Rutin,14:48,14:54
2024-05-01,263,Standart,M004,Mini Bar,07:46,07:52
2024-05-01,240,Standart,P009,Detaylı,23:37,00:06
2024-05-01,240,Standart,M003,Mini Bar,05:36,05:39
2024-05-01,248,Standart,P008,Rutin,07:40,07:49
2024-05-01,248,Standart,M004,Mini Bar,07:57,08:00
2024-05-01,268,Standart,P007,Detaylı,01:26,01:49
2024-05-01,268,Standart,M003,Mini Bar,05:44,05:49
2024-05-01,250,Standart,P008,Rutin,07:54,07:58
2024-05-01,250,Standart,M004,Mini Bar,08:05,08:11
2024-05-01,223,Standart,P007,Rutin,01:54,02:02
2024-05-01,223,Standart,M003,Mini Bar,05:54,05:57
2024-05-01,209,Standart,P008,Rutin,08:03,08:13
2024-05-01,209,Standart,M004,Mini Bar,08:16,08:20
2024-05-01,211,Standart,P008,Rutin,08:18,08:29
2024-05-01,211,Standart,M004,Mini Bar,08:25,08:28
2024-05-01,234,Standart,P007,Rutin,02:07,02:19
2024-05-01,234,Standart,M004,Mini Bar,08:33,08:39
2024-05-01,237,Standart,P008,Rutin,08:34,08:44
2024-05-01,237,Standart,M004,Mini Bar,08:44,08:48
